Floor,Zone,Row,Seat_Number,Seat_Type,Display_Text,X,Y,Z,View_ID
1F,OP,1열,1,일반 좌석,1,25.123,15.041,-1.43,View_1F_OP_1_1
1F,OP,1열,2,일반 좌석,2,24.617,15.15,-1.43,View_1F_OP_1_2
1F,OP,1열,3,일반 좌석,3,24.112,15.252,-1.43,View_1F_OP_1_3
1F,OP,1열,4,일반 좌석,4,22.531,15.484,-1.43,View_1F_OP_1_4
1F,OP,1열,5,일반 좌석,5,21.955,15.548,-1.43,View_1F_OP_1_5
1F,OP,1열,6,일반 좌석,6,21.396,15.609,-1.43,View_1F_OP_1_6
1F,OP,1열,7,일반 좌석,7,20.836,15.643,-1.43,View_1F_OP_1_7
1F,OP,1열,8,일반 좌석,8,20.273,15.675,-1.43,View_1F_OP_1_8
1F,OP,1열,9,일반 좌석,9,19.7,15.698,-1.43,View_1F_OP_1_9
1F,OP,1열,10,일반 좌석,10,19.128,15.708,-1.43,View_1F_OP_1_10
1F,OP,1열,11,일반 좌석,11,18.574,15.689,-1.43,View_1F_OP_1_11
1F,OP,1열,12,일반 좌석,12,18.031,15.679,-1.43,View_1F_OP_1_12
1F,OP,1열,13,일반 좌석,13,17.519,15.65,-1.43,View_1F_OP_1_13
1F,OP,1열,14,일반 좌석,14,17.004,15.617,-1.43,View_1F_OP_1_14
1F,OP,1열,15,일반 좌석,15,16.488,15.566,-1.43,View_1F_OP_1_15
1F,OP,1열,16,일반 좌석,16,15.981,15.525,-1.43,View_1F_OP_1_16
1F,OP,1열,17,일반 좌석,17,15.467,15.465,-1.43,View_1F_OP_1_17
1F,OP,1열,18,일반 좌석,18,13.809,15.194,-1.43,View_1F_OP_1_18
1F,OP,1열,19,일반 좌석,19,13.3,15.092,-1.43,View_1F_OP_1_19
1F,OP,1열,20,일반 좌석,20,12.8,14.987,-1.43,View_1F_OP_1_20
1F,OP,2열,1,일반 좌석,1,26.38,15.607,-1.43,View_1F_OP_2_1
1F,OP,2열,2,일반 좌석,2,25.814,15.751,-1.43,View_1F_OP_2_2
1F,OP,2열,3,일반 좌석,3,25.276,15.891,-1.43,View_1F_OP_2_3
1F,OP,2열,4,일반 좌석,4,24.735,16.016,-1.43,View_1F_OP_2_4
1F,OP,2열,5,일반 좌석,5,24.178,16.156,-1.43,View_1F_OP_2_5
1F,OP,2열,6,일반 좌석,6,22.496,16.399,-1.43,View_1F_OP_2_6
1F,OP,2열,7,일반 좌석,7,21.984,16.462,-1.43,View_1F_OP_2_7
1F,OP,2열,8,일반 좌석,8,21.469,16.502,-1.43,View_1F_OP_2_8
1F,OP,2열,9,일반 좌석,9,20.962,16.546,-1.43,View_1F_OP_2_9
1F,OP,2열,10,일반 좌석,10,20.446,16.576,-1.43,View_1F_OP_2_10
1F,OP,2열,11,일반 좌석,11,19.932,16.595,-1.43,View_1F_OP_2_11
1F,OP,2열,12,일반 좌석,12,19.385,16.606,-1.43,View_1F_OP_2_12
1F,OP,2열,13,일반 좌석,13,18.821,16.58,-1.43,View_1F_OP_2_13
1F,OP,2열,14,일반 좌석,14,18.261,16.575,-1.43,View_1F_OP_2_14
1F,OP,2열,15,일반 좌석,15,17.692,16.576,-1.43,View_1F_OP_2_15
1F,OP,2열,16,일반 좌석,16,17.131,16.543,-1.43,View_1F_OP_2_16
1F,OP,2열,17,일반 좌석,17,16.557,16.501,-1.43,View_1F_OP_2_17
1F,OP,2열,18,일반 좌석,18,15.994,16.449,-1.43,View_1F_OP_2_18
1F,OP,2열,19,일반 좌석,19,15.433,16.393,-1.43,View_1F_OP_2_19
1F,OP,2열,20,일반 좌석,20,13.734,16.126,-1.43,View_1F_OP_2_20
1F,OP,2열,21,일반 좌석,21,13.178,16.024,-1.43,View_1F_OP_2_21
1F,OP,2열,22,일반 좌석,22,12.626,15.902,-1.43,View_1F_OP_2_22
1F,OP,2열,23,일반 좌석,23,12.085,15.777,-1.43,View_1F_OP_2_23
1F,OP,2열,24,일반 좌석,24,11.519,15.639,-1.43,View_1F_OP_2_24
1F,OP,3열,1,일반 좌석,1,26.825,16.452,-1.43,View_1F_OP_3_1
1F,OP,3열,2,일반 좌석,2,26.29,16.591,-1.43,View_1F_OP_3_2
1F,OP,3열,3,일반 좌석,3,25.759,16.71,-1.43,View_1F_OP_3_3
1F,OP,3열,4,일반 좌석,4,25.231,16.839,-1.43,View_1F_OP_3_4
1F,OP,3열,5,일반 좌석,5,24.708,16.946,-1.43,View_1F_OP_3_5
1F,OP,3열,6,일반 좌석,6,24.182,17.046,-1.43,View_1F_OP_3_6
1F,OP,3열,7,일반 좌석,7,22.446,17.3,-1.43,View_1F_OP_3_7
1F,OP,3열,8,일반 좌석,8,21.894,17.359,-1.43,View_1F_OP_3_8
1F,OP,3열,9,일반 좌석,9,21.32,17.412,-1.43,View_1F_OP_3_9
1F,OP,3열,10,일반 좌석,10,20.759,17.452,-1.43,View_1F_OP_3_10
1F,OP,3열,11,일반 좌석,11,20.188,17.482,-1.43,View_1F_OP_3_11
1F,OP,3열,12,일반 좌석,12,19.622,17.49,-1.43,View_1F_OP_3_12
1F,OP,3열,13,일반 좌석,13,19.062,17.5,-1.43,View_1F_OP_3_13
1F,OP,3열,14,일반 좌석,14,18.488,17.493,-1.43,View_1F_OP_3_14
1F,OP,3열,15,일반 좌석,15,17.956,17.477,-1.43,View_1F_OP_3_15
1F,OP,3열,16,일반 좌석,16,17.437,17.45,-1.43,View_1F_OP_3_16
1F,OP,3열,17,일반 좌석,17,16.923,17.421,-1.43,View_1F_OP_3_17
1F,OP,3열,18,일반 좌석,18,16.414,17.377,-1.43,View_1F_OP_3_18
1F,OP,3열,19,일반 좌석,19,15.898,17.329,-1.43,View_1F_OP_3_19
1F,OP,3열,20,일반 좌석,20,15.386,17.272,-1.43,View_1F_OP_3_20
1F,OP,3열,21,일반 좌석,21,13.741,17.021,-1.43,View_1F_OP_3_21
1F,OP,3열,22,일반 좌석,22,13.223,16.857,-1.43,View_1F_OP_3_22
1F,OP,3열,23,일반 좌석,23,12.688,16.746,-1.43,View_1F_OP_3_23
1F,OP,3열,24,일반 좌석,24,12.16,16.63,-1.43,View_1F_OP_3_24
1F,OP,3열,25,일반 좌석,25,11.642,16.503,-1.43,View_1F_OP_3_25
1F,OP,3열,26,일반 좌석,26,11.115,16.366,-1.43,View_1F_OP_3_26
1F,A,1열,1,none,,0,0,-1.43,View_1F_A_1_1
1F,A,1열,2,일반 좌석,1,28.115,18.243,-1.43,View_1F_A_1_2
1F,A,1열,3,일반 좌석,2,27.619,18.377,-1.43,View_1F_A_1_3
1F,A,1열,4,일반 좌석,3,27.127,18.506,-1.43,View_1F_A_1_4
1F,A,1열,5,일반 좌석,4,26.622,18.63,-1.43,View_1F_A_1_5
1F,A,1열,6,일반 좌석,5,26.117,18.743,-1.43,View_1F_A_1_6
1F,A,1열,7,일반 좌석,6,25.612,18.85,-1.43,View_1F_A_1_7
1F,A,1열,8,일반 좌석,7,25.105,18.948,-1.43,View_1F_A_1_8
1F,A,1열,9,일반 좌석,8,24.598,19.041,-1.43,View_1F_A_1_9
1F,A,1열,10,일반 좌석,9,24.083,19.124,-1.43,View_1F_A_1_10
1F,A,2열,1,일반 좌석,1,28.584,19.038,-1.43,View_1F_A_2_1
1F,A,2열,2,일반 좌석,2,28.09,19.164,-1.43,View_1F_A_2_2
1F,A,2열,3,일반 좌석,3,27.59,19.302,-1.43,View_1F_A_2_3
1F,A,2열,4,일반 좌석,4,27.093,19.43,-1.43,View_1F_A_2_4
1F,A,2열,5,일반 좌석,5,26.589,19.552,-1.43,View_1F_A_2_5
1F,A,2열,6,일반 좌석,6,26.087,19.662,-1.43,View_1F_A_2_6
1F,A,2열,7,일반 좌석,7,25.583,19.761,-1.43,View_1F_A_2_7
1F,A,2열,8,일반 좌석,8,25.081,19.862,-1.43,View_1F_A_2_8
1F,A,2열,9,일반 좌석,9,24.576,19.947,-1.43,View_1F_A_2_9
1F,A,2열,10,일반 좌석,10,24.072,20.027,-1.43,View_1F_A_2_10
1F,A,3열,1,일반 좌석,1,28.719,19.942,-1.43,View_1F_A_3_1
1F,A,3열,2,일반 좌석,2,28.219,20.082,-1.43,View_1F_A_3_2
1F,A,3열,3,일반 좌석,3,27.725,20.215,-1.43,View_1F_A_3_3
1F,A,3열,4,일반 좌석,4,27.225,20.33,-1.43,View_1F_A_3_4
1F,A,3열,5,일반 좌석,5,26.725,20.474,-1.43,View_1F_A_3_5
1F,A,3열,6,일반 좌석,6,26.209,20.583,-1.43,View_1F_A_3_6
1F,A,3열,7,일반 좌석,7,25.68,20.688,-1.43,View_1F_A_3_7
1F,A,3열,8,일반 좌석,8,25.15,20.804,-1.43,View_1F_A_3_8
1F,A,3열,9,일반 좌석,9,24.612,20.892,-1.43,View_1F_A_3_9
1F,A,3열,10,일반 좌석,10,24.082,20.972,-1.43,View_1F_A_3_10
1F,A,4열,1,일반 좌석,1,28.618,20.874,-1.3,View_1F_A_4_1
1F,A,4열,2,일반 좌석,2,28.124,21.015,-1.3,View_1F_A_4_2
1F,A,4열,3,일반 좌석,3,27.627,21.145,-1.3,View_1F_A_4_3
1F,A,4열,4,일반 좌석,4,27.128,21.27,-1.3,View_1F_A_4_4
1F,A,4열,5,일반 좌석,5,26.622,21.388,-1.3,View_1F_A_4_5
1F,A,4열,6,일반 좌석,6,26.121,21.492,-1.3,View_1F_A_4_6
1F,A,4열,7,일반 좌석,7,25.61,21.597,-1.3,View_1F_A_4_7
1F,A,4열,8,일반 좌석,8,25.107,21.68,-1.3,View_1F_A_4_8
1F,A,4열,9,일반 좌석,9,24.603,21.758,-1.3,View_1F_A_4_9
1F,A,4열,10,일반 좌석,10,24.08,21.84,-1.3,View_1F_A_4_10
1F,A,5열,1,일반 좌석,1,28.657,21.79,-1.18,View_1F_A_5_1
1F,A,5열,2,일반 좌석,2,28.16,21.928,-1.18,View_1F_A_5_2
1F,A,5열,3,일반 좌석,3,27.665,22.058,-1.18,View_1F_A_5_3
1F,A,5열,4,일반 좌석,4,27.162,22.175,-1.18,View_1F_A_5_4
1F,A,5열,5,일반 좌석,5,26.66,22.29,-1.18,View_1F_A_5_5
1F,A,5열,6,일반 좌석,6,26.152,22.401,-1.18,View_1F_A_5_6
1F,A,5열,7,일반 좌석,7,25.647,22.504,-1.18,View_1F_A_5_7
1F,A,5열,8,일반 좌석,8,25.142,22.602,-1.18,View_1F_A_5_8
1F,A,5열,9,일반 좌석,9,24.622,22.674,-1.18,View_1F_A_5_9
1F,A,5열,10,일반 좌석,10,24.114,22.749,-1.18,View_1F_A_5_10
1F,A,6열,1,일반 좌석,1,28.72,22.706,-1.07,View_1F_A_6_1
1F,A,6열,2,일반 좌석,2,28.236,22.819,-1.07,View_1F_A_6_2
1F,A,6열,3,일반 좌석,3,27.712,22.99,-1.07,View_1F_A_6_3
1F,A,6열,4,일반 좌석,4,27.246,23.103,-1.07,View_1F_A_6_4
1F,A,6열,5,일반 좌석,5,26.732,23.216,-1.07,View_1F_A_6_5
1F,A,6열,6,일반 좌석,6,26.209,23.329,-1.07,View_1F_A_6_6
1F,A,6열,7,일반 좌석,7,25.674,23.438,-1.07,View_1F_A_6_7
1F,A,6열,8,일반 좌석,8,25.141,23.538,-1.07,View_1F_A_6_8
1F,A,6열,9,일반 좌석,9,24.607,23.625,-1.07,View_1F_A_6_9
1F,A,6열,10,일반 좌석,10,24.083,23.678,-1.07,View_1F_A_6_10
1F,A,7열,1,일반 좌석,1,28.726,23.634,-0.95,View_1F_A_7_1
1F,A,7열,2,일반 좌석,2,28.222,23.761,-0.95,View_1F_A_7_2
1F,A,7열,3,일반 좌석,3,27.711,23.886,-0.95,View_1F_A_7_3
1F,A,7열,4,일반 좌석,4,27.183,24.011,-0.95,View_1F_A_7_4
1F,A,7열,5,일반 좌석,5,26.665,24.125,-0.95,View_1F_A_7_5
1F,A,7열,6,일반 좌석,6,26.161,24.228,-0.95,View_1F_A_7_6
1F,A,7열,7,일반 좌석,7,25.654,24.312,-0.95,View_1F_A_7_7
1F,A,7열,8,일반 좌석,8,25.148,24.4,-0.95,View_1F_A_7_8
1F,A,7열,9,일반 좌석,9,24.627,24.485,-0.95,View_1F_A_7_9
1F,A,7열,10,일반 좌석,10,24.097,24.561,-0.95,View_1F_A_7_10
1F,A,8열,1,일반 좌석,1,28.725,24.567,-0.82,View_1F_A_8_1
1F,A,8열,2,일반 좌석,2,28.228,24.697,-0.82,View_1F_A_8_2
1F,A,8열,3,일반 좌석,3,27.729,24.817,-0.82,View_1F_A_8_3
1F,A,8열,4,일반 좌석,4,27.23,24.932,-0.82,View_1F_A_8_4
1F,A,8열,5,일반 좌석,5,26.709,25.03,-0.82,View_1F_A_8_5
1F,A,8열,6,일반 좌석,6,26.179,25.127,-0.82,View_1F_A_8_6
1F,A,8열,7,일반 좌석,7,25.644,25.225,-0.82,View_1F_A_8_7
1F,A,8열,8,일반 좌석,8,25.127,25.314,-0.82,View_1F_A_8_8
1F,A,8열,9,일반 좌석,9,24.609,25.392,-0.82,View_1F_A_8_9
1F,A,8열,10,일반 좌석,10,24.086,25.468,-0.82,View_1F_A_8_10
1F,A,9열,1,일반 좌석,1,28.726,25.477,-0.68,View_1F_A_9_1
1F,A,9열,2,일반 좌석,2,28.228,25.6,-0.68,View_1F_A_9_2
1F,A,9열,3,일반 좌석,3,27.713,25.726,-0.68,View_1F_A_9_3
1F,A,9열,4,일반 좌석,4,27.185,25.84,-0.68,View_1F_A_9_4
1F,A,9열,5,일반 좌석,5,26.671,25.951,-0.68,View_1F_A_9_5
1F,A,9열,6,일반 좌석,6,26.167,26.052,-0.68,View_1F_A_9_6
1F,A,9열,7,일반 좌석,7,25.656,26.144,-0.68,View_1F_A_9_7
1F,A,9열,8,일반 좌석,8,25.146,26.23,-0.68,View_1F_A_9_8
1F,A,9열,9,일반 좌석,9,24.623,26.31,-0.68,View_1F_A_9_9
1F,A,9열,10,일반 좌석,10,24.09,26.344,-0.68,View_1F_A_9_10
1F,A,10열,1,일반 좌석,1,28.734,26.386,-0.55,View_1F_A_10_1
1F,A,10열,2,일반 좌석,2,28.237,26.509,-0.55,View_1F_A_10_2
1F,A,10열,3,일반 좌석,3,27.735,26.622,-0.55,View_1F_A_10_3
1F,A,10열,4,일반 좌석,4,27.227,26.73,-0.55,View_1F_A_10_4
1F,A,10열,5,일반 좌석,5,26.714,26.834,-0.55,View_1F_A_10_5
1F,A,10열,6,일반 좌석,6,26.181,26.932,-0.55,View_1F_A_10_6
1F,A,10열,7,일반 좌석,7,25.649,27.029,-0.55,View_1F_A_10_7
1F,A,10열,8,일반 좌석,8,25.115,27.115,-0.55,View_1F_A_10_8
1F,A,10열,9,일반 좌석,9,24.592,27.195,-0.55,View_1F_A_10_9
1F,A,10열,10,일반 좌석,10,24.085,27.272,-0.55,View_1F_A_10_10
1F,A,11열,1,일반 좌석,1,28.742,27.294,-0.41,View_1F_A_11_1
1F,A,11열,2,일반 좌석,2,28.237,27.414,-0.41,View_1F_A_11_2
1F,A,11열,3,일반 좌석,3,27.723,27.53,-0.41,View_1F_A_11_3
1F,A,11열,4,일반 좌석,4,27.189,27.644,-0.41,View_1F_A_11_4
1F,A,11열,5,일반 좌석,5,26.675,27.747,-0.41,View_1F_A_11_5
1F,A,11열,6,일반 좌석,6,26.166,27.842,-0.41,View_1F_A_11_6
1F,A,11열,7,일반 좌석,7,25.658,27.933,-0.41,View_1F_A_11_7
1F,A,11열,8,일반 좌석,8,25.152,28.016,-0.41,View_1F_A_11_8
1F,A,11열,9,일반 좌석,9,24.63,28.091,-0.41,View_1F_A_11_9
1F,A,11열,10,일반 좌석,10,24.097,28.161,-0.41,View_1F_A_11_10
1F,A,12열,1,일반 좌석,1,28.749,28.235,-0.26,View_1F_A_12_1
1F,A,12열,2,일반 좌석,2,28.242,28.341,-0.26,View_1F_A_12_2
1F,A,12열,3,일반 좌석,3,27.737,28.453,-0.26,View_1F_A_12_3
1F,A,12열,4,일반 좌석,4,27.235,28.558,-0.26,View_1F_A_12_4
1F,A,12열,5,일반 좌석,5,26.716,28.661,-0.26,View_1F_A_12_5
1F,A,12열,6,일반 좌석,6,26.185,28.757,-0.26,View_1F_A_12_6
1F,A,12열,7,일반 좌석,7,25.651,28.847,-0.26,View_1F_A_12_7
1F,A,12열,8,일반 좌석,8,25.111,28.935,-0.26,View_1F_A_12_8
1F,A,12열,9,일반 좌석,9,24.59,28.995,-0.26,View_1F_A_12_9
1F,A,12열,10,일반 좌석,10,24.082,29.065,-0.26,View_1F_A_12_10
1F,A,13열,1,일반 좌석,1,28.71,29.182,-0.1,View_1F_A_13_1
1F,A,13열,2,일반 좌석,2,28.215,29.296,-0.1,View_1F_A_13_2
1F,A,13열,3,일반 좌석,3,27.703,29.403,-0.1,View_1F_A_13_3
1F,A,13열,4,일반 좌석,4,27.173,29.521,-0.1,View_1F_A_13_4
1F,A,13열,5,일반 좌석,5,26.652,29.62,-0.1,View_1F_A_13_5
1F,A,13열,6,일반 좌석,6,26.157,29.71,-0.1,View_1F_A_13_6
1F,A,13열,7,일반 좌석,7,25.652,29.788,-0.1,View_1F_A_13_7
1F,A,13열,8,일반 좌석,8,25.148,29.865,-0.1,View_1F_A_13_8
1F,A,13열,9,일반 좌석,9,24.625,29.909,-0.1,View_1F_A_13_9
1F,A,13열,10,일반 좌석,10,24.093,29.976,-0.1,View_1F_A_13_10
1F,A,14열,1,일반 좌석,1,28.786,30.063,0.1,View_1F_A_14_1
1F,A,14열,2,일반 좌석,2,28.263,30.185,0.1,View_1F_A_14_2
1F,A,14열,3,일반 좌석,3,27.743,30.295,0.1,View_1F_A_14_3
1F,A,14열,4,일반 좌석,4,27.239,30.397,0.1,View_1F_A_14_4
1F,A,14열,5,일반 좌석,5,26.721,30.498,0.1,View_1F_A_14_5
1F,A,14열,6,일반 좌석,6,26.186,30.589,0.1,View_1F_A_14_6
1F,A,14열,7,일반 좌석,7,25.655,30.673,0.1,View_1F_A_14_7
1F,A,14열,8,일반 좌석,8,25.116,30.747,0.1,View_1F_A_14_8
1F,A,14열,9,일반 좌석,9,24.589,30.798,0.1,View_1F_A_14_9
1F,A,14열,10,일반 좌석,10,24.084,30.862,0.1,View_1F_A_14_10
1F,A,15열,1,일반 좌석,1,28.737,30.962,0.25,View_1F_A_15_1
1F,A,15열,2,일반 좌석,2,28.236,31.067,0.25,View_1F_A_15_2
1F,A,15열,3,일반 좌석,3,27.718,31.176,0.25,View_1F_A_15_3
1F,A,15열,4,일반 좌석,4,27.192,31.293,0.25,View_1F_A_15_4
1F,A,15열,5,일반 좌석,5,26.671,31.387,0.25,View_1F_A_15_5
1F,A,15열,6,일반 좌석,6,26.163,31.473,0.25,View_1F_A_15_6
1F,A,15열,7,일반 좌석,7,25.654,31.548,0.25,View_1F_A_15_7
1F,A,15열,8,일반 좌석,8,25.138,31.624,0.25,View_1F_A_15_8
1F,A,15열,9,일반 좌석,9,24.621,31.716,0.25,View_1F_A_15_9
1F,A,15열,10,일반 좌석,10,24.091,31.784,0.25,View_1F_A_15_10
1F,A,16열,1,일반 좌석,1,28.778,31.908,0.4,View_1F_A_16_1
1F,A,16열,2,일반 좌석,2,28.271,32.018,0.4,View_1F_A_16_2
1F,A,16열,3,일반 좌석,3,27.77,32.123,0.4,View_1F_A_16_3
1F,A,16열,4,일반 좌석,4,27.261,32.218,0.4,View_1F_A_16_4
1F,A,16열,5,일반 좌석,5,26.742,32.314,0.4,View_1F_A_16_5
1F,A,16열,6,일반 좌석,6,26.211,32.407,0.4,View_1F_A_16_6
1F,A,16열,7,일반 좌석,7,25.671,32.485,0.4,View_1F_A_16_7
1F,A,16열,8,일반 좌석,8,25.139,32.562,0.4,View_1F_A_16_8
1F,A,16열,9,일반 좌석,9,24.602,32.637,0.4,View_1F_A_16_9
1F,A,16열,10,일반 좌석,10,24.076,32.692,0.4,View_1F_A_16_10
1F,A,17열,1,일반 좌석,1,28.738,32.826,0.6,View_1F_A_17_1
1F,A,17열,2,일반 좌석,2,28.232,32.911,0.6,View_1F_A_17_2
1F,A,17열,3,일반 좌석,3,27.712,33.02,0.6,View_1F_A_17_3
1F,A,17열,4,일반 좌석,4,27.183,33.124,0.6,View_1F_A_17_4
1F,A,17열,5,일반 좌석,5,26.659,33.232,0.6,View_1F_A_17_5
1F,A,17열,6,일반 좌석,6,26.155,33.316,0.6,View_1F_A_17_6
1F,A,17열,7,일반 좌석,7,25.649,33.39,0.6,View_1F_A_17_7
1F,A,17열,8,일반 좌석,8,25.143,33.458,0.6,View_1F_A_17_8
1F,A,17열,9,일반 좌석,9,24.612,33.522,0.6,View_1F_A_17_9
1F,A,17열,10,일반 좌석,10,24.076,33.582,0.6,View_1F_A_17_10
1F,A,18열,1,일반 좌석,1,28.654,33.767,0.8,View_1F_A_18_1
1F,A,18열,2,일반 좌석,2,28.147,33.872,0.8,View_1F_A_18_2
1F,A,18열,3,일반 좌석,3,27.641,33.97,0.8,View_1F_A_18_3
1F,A,18열,4,일반 좌석,4,27.134,34.064,0.8,View_1F_A_18_4
1F,A,18열,5,일반 좌석,5,26.624,34.152,0.8,View_1F_A_18_5
1F,A,18열,6,일반 좌석,6,26.119,34.233,0.8,View_1F_A_18_6
1F,A,18열,7,일반 좌석,7,25.607,34.303,0.8,View_1F_A_18_7
1F,A,18열,8,일반 좌석,8,25.098,34.371,0.8,View_1F_A_18_8
1F,A,18열,9,일반 좌석,9,24.584,34.433,0.8,View_1F_A_18_9
1F,A,18열,10,일반 좌석,10,24.074,34.49,0.8,View_1F_A_18_10
1F,A,19열,1,일반 좌석,1,28.653,34.672,1,View_1F_A_19_1
1F,A,19열,2,일반 좌석,2,28.146,34.773,1,View_1F_A_19_2
1F,A,19열,3,일반 좌석,3,27.635,34.866,1,View_1F_A_19_3
1F,A,19열,4,일반 좌석,4,27.132,34.958,1,View_1F_A_19_4
1F,A,19열,5,일반 좌석,5,26.622,35.04,1,View_1F_A_19_5
1F,A,19열,6,일반 좌석,6,26.117,35.12,1,View_1F_A_19_6
1F,A,19열,7,일반 좌석,7,25.604,35.194,1,View_1F_A_19_7
1F,A,19열,8,일반 좌석,8,25.096,35.267,1,View_1F_A_19_8
1F,A,19열,9,일반 좌석,9,24.581,35.333,1,View_1F_A_19_9
1F,A,19열,10,일반 좌석,10,24.074,35.383,1,View_1F_A_19_10
1F,A,20열,1,일반 좌석,1,28.629,35.676,1.2,View_1F_A_20_1
1F,A,20열,2,일반 좌석,2,28.123,35.776,1.2,View_1F_A_20_2
1F,A,20열,3,일반 좌석,3,27.616,35.874,1.2,View_1F_A_20_3
1F,A,20열,4,none,,0,0,0,View_1F_A_20_4
1F,A,20열,5,none,,0,0,0,View_1F_A_20_5
1F,A,20열,6,none,,0,0,0,View_1F_A_20_6
1F,A,20열,7,장애인석,♿,25.78,36.161,1.2,View_1F_A_20_7
1F,A,20열,8,장애인석,♿,25.237,36.243,1.2,View_1F_A_20_8
1F,A,20열,9,장애인석,♿,24.72,36.304,1.2,View_1F_A_20_9
1F,A,20열,10,장애인석,♿,24.193,36.368,1.2,View_1F_A_20_10
1F,B,1열,1,일반 좌석,1,22.414,19.348,-1.43,View_1F_B_1_1
1F,B,1열,2,일반 좌석,2,21.892,19.398,-1.43,View_1F_B_1_2
1F,B,1열,3,일반 좌석,3,21.382,19.432,-1.43,View_1F_B_1_3
1F,B,1열,4,일반 좌석,4,20.869,19.481,-1.43,View_1F_B_1_4
1F,B,1열,5,일반 좌석,5,20.353,19.508,-1.43,View_1F_B_1_5
1F,B,1열,6,일반 좌석,6,19.837,19.528,-1.43,View_1F_B_1_6
1F,B,1열,7,일반 좌석,7,19.314,19.538,-1.43,View_1F_B_1_7
1F,B,1열,8,일반 좌석,8,18.803,19.54,-1.43,View_1F_B_1_8
1F,B,1열,9,일반 좌석,9,18.284,19.536,-1.43,View_1F_B_1_9
1F,B,1열,10,일반 좌석,10,17.744,19.524,-1.43,View_1F_B_1_10
1F,B,1열,11,일반 좌석,11,17.176,19.504,-1.43,View_1F_B_1_11
1F,B,1열,12,일반 좌석,12,16.621,19.474,-1.43,View_1F_B_1_12
1F,B,1열,13,일반 좌석,13,16.054,19.431,-1.43,View_1F_B_1_13
1F,B,1열,14,일반 좌석,14,15.478,19.371,-1.43,View_1F_B_1_14
1F,B,2열,1,일반 좌석,1,22.411,20.287,-1.43,View_1F_B_2_1
1F,B,2열,2,일반 좌석,2,21.844,20.34,-1.43,View_1F_B_2_2
1F,B,2열,3,일반 좌석,3,21.274,20.384,-1.43,View_1F_B_2_3
1F,B,2열,4,일반 좌석,4,20.71,20.419,-1.43,View_1F_B_2_4
1F,B,2열,5,일반 좌석,5,20.144,20.444,-1.43,View_1F_B_2_5
1F,B,2열,6,일반 좌석,6,19.605,20.459,-1.43,View_1F_B_2_6
1F,B,2열,7,일반 좌석,7,19.09,20.464,-1.43,View_1F_B_2_7
1F,B,2열,8,일반 좌석,8,18.574,20.462,-1.43,View_1F_B_2_8
1F,B,2열,9,일반 좌석,9,18.063,20.452,-1.43,View_1F_B_2_9
1F,B,2열,10,일반 좌석,10,17.554,20.435,-1.43,View_1F_B_2_10
1F,B,2열,11,일반 좌석,11,17.044,20.409,-1.43,View_1F_B_2_11
1F,B,2열,12,일반 좌석,12,16.533,20.378,-1.43,View_1F_B_2_12
1F,B,2열,13,일반 좌석,13,16.023,20.335,-1.43,View_1F_B_2_13
1F,B,2열,14,일반 좌석,14,15.501,20.285,-1.43,View_1F_B_2_14
1F,B,3열,1,일반 좌석,1,22.426,21.2,-1.43,View_1F_B_3_1
1F,B,3열,2,일반 좌석,2,21.907,21.253,-1.43,View_1F_B_3_2
1F,B,3열,3,일반 좌석,3,21.393,21.295,-1.43,View_1F_B_3_3
1F,B,3열,4,일반 좌석,4,20.878,21.328,-1.43,View_1F_B_3_4
1F,B,3열,5,일반 좌석,5,20.362,21.353,-1.43,View_1F_B_3_5
1F,B,3열,6,일반 좌석,6,19.851,21.371,-1.43,View_1F_B_3_6
1F,B,3열,7,일반 좌석,7,19.333,21.38,-1.43,View_1F_B_3_7
1F,B,3열,8,일반 좌석,8,18.818,21.383,-1.43,View_1F_B_3_8
1F,B,3열,9,일반 좌석,9,18.304,21.675,-1.43,View_1F_B_3_9
1F,B,3열,10,일반 좌석,10,17.762,21.349,-1.43,View_1F_B_3_10
1F,B,3열,11,일반 좌석,11,17.197,21.323,-1.43,View_1F_B_3_11
1F,B,3열,12,일반 좌석,12,16.631,21.289,-1.43,View_1F_B_3_12
1F,B,3열,13,일반 좌석,13,16.067,21.246,-1.43,View_1F_B_3_13
1F,B,3열,14,일반 좌석,14,15.49,21.191,-1.43,View_1F_B_3_14
1F,B,4열,1,일반 좌석,1,22.395,22.084,-1.3,View_1F_B_4_1
1F,B,4열,2,일반 좌석,2,21.82,22.133,-1.3,View_1F_B_4_2
1F,B,4열,3,일반 좌석,3,21.256,22.176,-1.3,View_1F_B_4_3
1F,B,4열,4,일반 좌석,4,20.691,22.208,-1.3,View_1F_B_4_4
1F,B,4열,5,일반 좌석,5,20.125,22.233,-1.3,View_1F_B_4_5
1F,B,4열,6,일반 좌석,6,19.583,22.244,-1.3,View_1F_B_4_6
1F,B,4열,7,일반 좌석,7,19.07,22.248,-1.3,View_1F_B_4_7
1F,B,4열,8,일반 좌석,8,18.554,22.246,-1.3,View_1F_B_4_8
1F,B,4열,9,일반 좌석,9,18.039,22.237,-1.3,View_1F_B_4_9
1F,B,4열,10,일반 좌석,10,17.524,22.218,-1.3,View_1F_B_4_10
1F,B,4열,11,일반 좌석,11,17.009,22.193,-1.3,View_1F_B_4_11
1F,B,4열,12,일반 좌석,12,16.493,22.165,-1.3,View_1F_B_4_12
