Floor,Zone,Row,Seat_Number,Seat_Type,Display_Text,X,Y,Z,View_ID
3F,A,6열,8,일반 좌석,8,24.12,42.0,11.6,View_3F_A_6_8
3F,A,7열,1,none,,0.0,0.0,0.0,View_3F_A_7_1
3F,A,7열,2,none,,0.0,0.0,0.0,View_3F_A_7_2
3F,A,7열,3,none,,0.0,0.0,0.0,View_3F_A_7_3
3F,A,7열,4,none,,0.0,0.0,0.0,View_3F_A_7_4
3F,A,7열,5,none,,0.0,0.0,0.0,View_3F_A_7_5
3F,A,7열,6,none,,0.0,0.0,0.0,View_3F_A_7_6
3F,A,7열,7,none,,0.0,0.0,0.0,View_3F_A_7_7
3F,A,7열,8,none,,0.0,0.0,0.0,View_3F_A_7_8
3F,A,8열,1,none,,0.0,0.0,0.0,View_3F_A_8_1
3F,A,8열,2,none,,0.0,0.0,0.0,View_3F_A_8_2
3F,A,8열,3,none,,0.0,0.0,0.0,View_3F_A_8_3
3F,A,8열,4,none,,0.0,0.0,0.0,View_3F_A_8_4
3F,A,8열,5,none,,0.0,0.0,0.0,View_3F_A_8_5
3F,A,8열,6,none,,0.0,0.0,0.0,View_3F_A_8_6
3F,A,8열,7,none,,0.0,0.0,0.0,View_3F_A_8_7
3F,A,8열,8,none,,0.0,0.0,0.0,View_3F_A_8_8
3F,B,1열,1,일반 좌석,1,22.35,37.3,8.5,View_3F_B_1_1
3F,B,1열,2,일반 좌석,2,21.831,37.3,8.5,View_3F_B_1_2
3F,B,1열,3,일반 좌석,3,21.312,37.3,8.5,View_3F_B_1_3
3F,B,1열,4,일반 좌석,4,20.792,37.3,8.5,View_3F_B_1_4
3F,B,1열,5,일반 좌석,5,20.273,37.3,8.5,View_3F_B_1_5
3F,B,1열,6,일반 좌석,6,19.754,37.3,8.5,View_3F_B_1_6
3F,B,1열,7,일반 좌석,7,19.235,37.3,8.5,View_3F_B_1_7
3F,B,1열,8,일반 좌석,8,18.715,37.3,8.5,View_3F_B_1_8
3F,B,1열,9,일반 좌석,9,18.196,37.3,8.5,View_3F_B_1_9
3F,B,1열,10,일반 좌석,10,17.677,37.3,8.5,View_3F_B_1_10
3F,B,1열,11,일반 좌석,11,17.158,37.3,8.5,View_3F_B_1_11
3F,B,1열,12,일반 좌석,12,16.638,37.3,8.5,View_3F_B_1_12
3F,B,1열,13,일반 좌석,13,16.119,37.3,8.5,View_3F_B_1_13
3F,B,1열,14,일반 좌석,14,15.6,37.3,8.5,View_3F_B_1_14
3F,B,2열,1,일반 좌석,1,22.35,38.299,9.129,View_3F_B_2_1
3F,B,2열,2,일반 좌석,2,21.83,38.298,9.129,View_3F_B_2_2
3F,B,2열,3,일반 좌석,3,21.309,38.298,9.129,View_3F_B_2_3
3F,B,2열,4,일반 좌석,4,20.789,38.297,9.129,View_3F_B_2_4
3F,B,2열,5,일반 좌석,5,20.269,38.297,9.129,View_3F_B_2_5
3F,B,2열,6,일반 좌석,6,19.748,38.296,9.129,View_3F_B_2_6
3F,B,2열,7,일반 좌석,7,19.228,38.296,9.129,View_3F_B_2_7
3F,B,2열,8,일반 좌석,8,18.708,38.295,9.129,View_3F_B_2_8
3F,B,2열,9,일반 좌석,9,18.187,38.295,9.129,View_3F_B_2_9
3F,B,2열,10,일반 좌석,10,17.667,38.295,9.129,View_3F_B_2_10
3F,B,2열,11,일반 좌석,11,17.147,38.294,9.129,View_3F_B_2_11
3F,B,2열,12,일반 좌석,12,16.626,38.294,9.129,View_3F_B_2_12
3F,B,2열,13,일반 좌석,13,16.106,38.293,9.129,View_3F_B_2_13
3F,B,2열,14,일반 좌석,14,15.586,38.293,9.129,View_3F_B_2_14
3F,B,3열,1,일반 좌석,1,22.35,39.297,9.757,View_3F_B_3_1
3F,B,3열,2,일반 좌석,2,21.829,39.296,9.757,View_3F_B_3_2
3F,B,3열,3,일반 좌석,3,21.307,39.295,9.757,View_3F_B_3_3
3F,B,3열,4,일반 좌석,4,20.786,39.295,9.757,View_3F_B_3_4
3F,B,3열,5,일반 좌석,5,20.264,39.294,9.757,View_3F_B_3_5
3F,B,3열,6,일반 좌석,6,19.743,39.293,9.757,View_3F_B_3_6
3F,B,3열,7,일반 좌석,7,19.221,39.292,9.757,View_3F_B_3_7
3F,B,3열,8,일반 좌석,8,18.7,39.291,9.757,View_3F_B_3_8
3F,B,3열,9,일반 좌석,9,18.179,39.29,9.757,View_3F_B_3_9
3F,B,3열,10,일반 좌석,10,17.657,39.289,9.757,View_3F_B_3_10
3F,B,3열,11,일반 좌석,11,17.136,39.288,9.757,View_3F_B_3_11
3F,B,3열,12,일반 좌석,12,16.614,39.287,9.757,View_3F_B_3_12
3F,B,3열,13,일반 좌석,13,16.093,39.287,9.757,View_3F_B_3_13
3F,B,3열,14,일반 좌석,14,15.571,39.286,9.757,View_3F_B_3_14
3F,B,4열,1,일반 좌석,1,22.35,40.296,10.386,View_3F_B_4_1
3F,B,4열,2,일반 좌석,2,21.827,40.294,10.386,View_3F_B_4_2
3F,B,4열,3,일반 좌석,3,21.305,40.293,10.386,View_3F_B_4_3
3F,B,4열,4,일반 좌석,4,20.782,40.292,10.386,View_3F_B_4_4
3F,B,4열,5,일반 좌석,5,20.26,40.29,10.386,View_3F_B_4_5
3F,B,4열,6,일반 좌석,6,19.737,40.289,10.386,View_3F_B_4_6
3F,B,4열,7,일반 좌석,7,19.215,40.288,10.386,View_3F_B_4_7
3F,B,4열,8,일반 좌석,8,18.692,40.286,10.386,View_3F_B_4_8
3F,B,4열,9,일반 좌석,9,18.17,40.285,10.386,View_3F_B_4_9
3F,B,4열,10,일반 좌석,10,17.647,40.284,10.386,View_3F_B_4_10
3F,B,4열,11,일반 좌석,11,17.125,40.283,10.386,View_3F_B_4_11
3F,B,4열,12,일반 좌석,12,16.602,40.281,10.386,View_3F_B_4_12
3F,B,4열,13,일반 좌석,13,16.08,40.28,10.386,View_3F_B_4_13
3F,B,4열,14,일반 좌석,14,15.557,40.279,10.386,View_3F_B_4_14
3F,B,5열,1,일반 좌석,1,22.35,41.294,11.014,View_3F_B_5_1
3F,B,5열,2,일반 좌석,2,21.826,41.293,11.014,View_3F_B_5_2
3F,B,5열,3,일반 좌석,3,21.303,41.291,11.014,View_3F_B_5_3
3F,B,5열,4,일반 좌석,4,20.779,41.289,11.014,View_3F_B_5_4
3F,B,5열,5,일반 좌석,5,20.255,41.287,11.014,View_3F_B_5_5
3F,B,5열,6,일반 좌석,6,19.732,41.285,11.014,View_3F_B_5_6
3F,B,5열,7,일반 좌석,7,19.208,41.284,11.014,View_3F_B_5_7
3F,B,5열,8,일반 좌석,8,18.685,41.282,11.014,View_3F_B_5_8
3F,B,5열,9,일반 좌석,9,18.161,41.28,11.014,View_3F_B_5_9
3F,B,5열,10,일반 좌석,10,17.637,41.278,11.014,View_3F_B_5_10
3F,B,5열,11,일반 좌석,11,17.114,41.277,11.014,View_3F_B_5_11
3F,B,5열,12,일반 좌석,12,16.59,41.275,11.014,View_3F_B_5_12
3F,B,5열,13,일반 좌석,13,16.066,41.273,11.014,View_3F_B_5_13
3F,B,5열,14,일반 좌석,14,15.543,41.271,11.014,View_3F_B_5_14
3F,B,6열,1,일반 좌석,1,22.35,42.293,11.643,View_3F_B_6_1
3F,B,6열,2,일반 좌석,2,21.825,42.291,11.643,View_3F_B_6_2
3F,B,6열,3,일반 좌석,3,21.301,42.288,11.643,View_3F_B_6_3
3F,B,6열,4,일반 좌석,4,20.776,42.286,11.643,View_3F_B_6_4
3F,B,6열,5,일반 좌석,5,20.251,42.284,11.643,View_3F_B_6_5
3F,B,6열,6,일반 좌석,6,19.726,42.282,11.643,View_3F_B_6_6
3F,B,6열,7,일반 좌석,7,19.202,42.28,11.643,View_3F_B_6_7
3F,B,6열,8,일반 좌석,8,18.677,42.277,11.643,View_3F_B_6_8
3F,B,6열,9,일반 좌석,9,18.152,42.275,11.643,View_3F_B_6_9
3F,B,6열,10,일반 좌석,10,17.627,42.273,11.643,View_3F_B_6_10
3F,B,6열,11,일반 좌석,11,17.103,42.271,11.643,View_3F_B_6_11
3F,B,6열,12,일반 좌석,12,16.578,42.269,11.643,View_3F_B_6_12
3F,B,6열,13,일반 좌석,13,16.053,42.266,11.643,View_3F_B_6_13
3F,B,6열,14,일반 좌석,14,15.529,42.264,11.643,View_3F_B_6_14
3F,B,7열,1,일반 좌석,1,22.35,43.291,12.271,View_3F_B_7_1
3F,B,7열,2,일반 좌석,2,21.824,43.289,12.271,View_3F_B_7_2
3F,B,7열,3,일반 좌석,3,21.298,43.286,12.271,View_3F_B_7_3
3F,B,7열,4,일반 좌석,4,20.773,43.284,12.271,View_3F_B_7_4
3F,B,7열,5,일반 좌석,5,20.247,43.281,12.271,View_3F_B_7_5
3F,B,7열,6,일반 좌석,6,19.721,43.278,12.271,View_3F_B_7_6
3F,B,7열,7,일반 좌석,7,19.195,43.276,12.271,View_3F_B_7_7
3F,B,7열,8,일반 좌석,8,18.669,43.273,12.271,View_3F_B_7_8
3F,B,7열,9,일반 좌석,9,18.143,43.27,12.271,View_3F_B_7_9
3F,B,7열,10,일반 좌석,10,17.618,43.268,12.271,View_3F_B_7_10
3F,B,7열,11,일반 좌석,11,17.092,43.265,12.271,View_3F_B_7_11
3F,B,7열,12,일반 좌석,12,16.566,43.262,12.271,View_3F_B_7_12
3F,B,7열,13,일반 좌석,13,16.04,43.26,12.271,View_3F_B_7_13
3F,B,7열,14,일반 좌석,14,15.514,43.257,12.271,View_3F_B_7_14
3F,B,8열,1,일반 좌석,1,22.35,44.29,12.9,View_3F_B_8_1
3F,B,8열,2,일반 좌석,2,21.823,44.287,12.9,View_3F_B_8_2
3F,B,8열,3,일반 좌석,3,21.296,44.284,12.9,View_3F_B_8_3
3F,B,8열,4,일반 좌석,4,20.769,44.281,12.9,View_3F_B_8_4
3F,B,8열,5,일반 좌석,5,20.242,44.278,12.9,View_3F_B_8_5
3F,B,8열,6,일반 좌석,6,19.715,44.275,12.9,View_3F_B_8_6
3F,B,8열,7,일반 좌석,7,19.188,44.272,12.9,View_3F_B_8_7
3F,B,8열,8,일반 좌석,8,18.662,44.268,12.9,View_3F_B_8_8
3F,B,8열,9,일반 좌석,9,18.135,44.265,12.9,View_3F_B_8_9
3F,B,8열,10,일반 좌석,10,17.608,44.262,12.9,View_3F_B_8_10
3F,B,8열,11,일반 좌석,11,17.081,44.259,12.9,View_3F_B_8_11
3F,B,8열,12,일반 좌석,12,16.554,44.256,12.9,View_3F_B_8_12
3F,B,8열,13,일반 좌석,13,16.027,44.253,12.9,View_3F_B_8_13
3F,B,8열,14,일반 좌석,14,15.5,44.25,12.9,View_3F_B_8_14
3F,C,1열,1,일반 좌석,1,13.66,37.08,8.5,View_3F_C_1_1
3F,C,1열,2,일반 좌석,2,13.159,36.994,8.5,View_3F_C_1_2
3F,C,1열,3,일반 좌석,3,12.657,36.909,8.5,View_3F_C_1_3
3F,C,1열,4,일반 좌석,4,12.156,36.823,8.5,View_3F_C_1_4
3F,C,1열,5,일반 좌석,5,11.654,36.737,8.5,View_3F_C_1_5
3F,C,1열,6,일반 좌석,6,11.153,36.651,8.5,View_3F_C_1_6
3F,C,1열,7,일반 좌석,7,10.651,36.566,8.5,View_3F_C_1_7
3F,C,1열,8,일반 좌석,8,10.15,36.48,8.5,View_3F_C_1_8
3F,C,2열,1,일반 좌석,1,13.66,38.066,9.12,View_3F_C_2_1
3F,C,2열,2,일반 좌석,2,13.161,37.981,9.12,View_3F_C_2_2
3F,C,2열,3,일반 좌석,3,12.662,37.896,9.12,View_3F_C_2_3
3F,C,2열,4,일반 좌석,4,12.163,37.811,9.12,View_3F_C_2_4
3F,C,2열,5,일반 좌석,5,11.663,37.725,9.12,View_3F_C_2_5
3F,C,2열,6,일반 좌석,6,11.164,37.64,9.12,View_3F_C_2_6
3F,C,2열,7,일반 좌석,7,10.665,37.555,9.12,View_3F_C_2_7
3F,C,2열,8,일반 좌석,8,10.166,37.47,9.12,View_3F_C_2_8
3F,C,3열,1,일반 좌석,1,13.66,39.052,9.74,View_3F_C_3_1
3F,C,3열,2,일반 좌석,2,13.163,38.967,9.74,View_3F_C_3_2
3F,C,3열,3,일반 좌석,3,12.666,38.883,9.74,View_3F_C_3_3
3F,C,3열,4,일반 좌석,4,12.169,38.798,9.74,View_3F_C_3_4
3F,C,3열,5,일반 좌석,5,11.673,38.714,9.74,View_3F_C_3_5
3F,C,3열,6,일반 좌석,6,11.176,38.629,9.74,View_3F_C_3_6
3F,C,3열,7,일반 좌석,7,10.679,38.545,9.74,View_3F_C_3_7
3F,C,3열,8,일반 좌석,8,10.182,38.46,9.74,View_3F_C_3_8
3F,C,4열,1,일반 좌석,1,13.66,40.038,10.36,View_3F_C_4_1
3F,C,4열,2,일반 좌석,2,13.165,39.954,10.36,View_3F_C_4_2
3F,C,4열,3,일반 좌석,3,12.671,39.87,10.36,View_3F_C_4_3
3F,C,4열,4,일반 좌석,4,12.176,39.786,10.36,View_3F_C_4_4
3F,C,4열,5,일반 좌석,5,11.682,39.702,10.36,View_3F_C_4_5
3F,C,4열,6,일반 좌석,6,11.187,39.618,10.36,View_3F_C_4_6
3F,C,4열,7,일반 좌석,7,10.693,39.534,10.36,View_3F_C_4_7
3F,C,4열,8,일반 좌석,8,10.198,39.45,10.36,View_3F_C_4_8
3F,C,5열,1,일반 좌석,1,13.66,41.024,10.98,View_3F_C_5_1
3F,C,5열,2,일반 좌석,2,13.168,40.941,10.98,View_3F_C_5_2
3F,C,5열,3,일반 좌석,3,12.675,40.857,10.98,View_3F_C_5_3
3F,C,5열,4,일반 좌석,4,12.183,40.774,10.98,View_3F_C_5_4
3F,C,5열,5,일반 좌석,5,11.691,40.69,10.98,View_3F_C_5_5
3F,C,5열,6,일반 좌석,6,11.199,40.607,10.98,View_3F_C_5_6
3F,C,5열,7,일반 좌석,7,10.706,40.523,10.98,View_3F_C_5_7
3F,C,5열,8,일반 좌석,8,10.214,40.44,10.98,View_3F_C_5_8
3F,C,6열,1,일반 좌석,1,13.66,42.01,11.6,View_3F_C_6_1
3F,C,6열,2,일반 좌석,2,13.17,41.927,11.6,View_3F_C_6_2
3F,C,6열,3,일반 좌석,3,12.68,41.844,11.6,View_3F_C_6_3
3F,C,6열,4,일반 좌석,4,12.19,41.761,11.6,View_3F_C_6_4
3F,C,6열,5,일반 좌석,5,11.7,41.679,11.6,View_3F_C_6_5
3F,C,6열,6,일반 좌석,6,11.21,41.596,11.6,View_3F_C_6_6
3F,C,6열,7,일반 좌석,7,10.72,41.513,11.6,View_3F_C_6_7
3F,C,6열,8,일반 좌석,8,10.23,41.43,11.6,View_3F_C_6_8
3F,C,7열,1,none,,0.0,0.0,0.0,View_3F_C_7_1
3F,C,7열,2,none,,0.0,0.0,0.0,View_3F_C_7_2
3F,C,7열,3,none,,0.0,0.0,0.0,View_3F_C_7_3
3F,C,7열,4,none,,0.0,0.0,0.0,View_3F_C_7_4
3F,C,7열,5,none,,0.0,0.0,0.0,View_3F_C_7_5
3F,C,7열,6,none,,0.0,0.0,0.0,View_3F_C_7_6
3F,C,7열,7,none,,0.0,0.0,0.0,View_3F_C_7_7
3F,C,7열,8,none,,0.0,0.0,0.0,View_3F_C_7_8
3F,C,8열,1,none,,0.0,0.0,0.0,View_3F_C_8_1
3F,C,8열,2,none,,0.0,0.0,0.0,View_3F_C_8_2
3F,C,8열,3,none,,0.0,0.0,0.0,View_3F_C_8_3
3F,C,8열,4,none,,0.0,0.0,0.0,View_3F_C_8_4
3F,C,8열,5,none,,0.0,0.0,0.0,View_3F_C_8_5
3F,C,8열,6,none,,0.0,0.0,0.0,View_3F_C_8_6
3F,C,8열,7,none,,0.0,0.0,0.0,View_3F_C_8_7
3F,C,8열,8,none,,0.0,0.0,0.0,View_3F_C_8_8
